cycle_id,timestamp,hour_of_day,is_weekend,minutes_since_empty,fill_level_percent,pickup_event
1,2025-01-01 19:30:00,19,0,1170,73.36,0
1,2025-01-01 19:45:00,19,0,1185,75.73,0
1,2025-01-01 20:00:00,20,0,1200,75.95,0
1,2025-01-01 20:15:00,20,0,1215,74.3,0
1,2025-01-01 20:30:00,20,0,1230,76.86,0
1,2025-01-01 20:45:00,20,0,1245,76.03,0
1,2025-01-01 21:00:00,21,0,1260,76.51,0
1,2025-01-01 21:15:00,21,0,1275,76.1,0
1,2025-01-01 21:30:00,21,0,1290,77.4,0
1,2025-01-01 21:45:00,21,0,1305,77.43,0
1,2025-01-01 22:00:00,22,0,1320,78.32,0
1,2025-01-01 22:15:00,22,0,1335,79.87,0
1,2025-01-01 22:30:00,22,0,1350,79.56,0
1,2025-01-01 22:45:00,22,0,1365,81.75,0
1,2025-01-01 23:00:00,23,0,1380,80.84,0
1,2025-01-01 23:15:00,23,0,1395,80.76,0
1,2025-01-01 23:30:00,23,0,1410,82.92,0
1,2025-01-01 23:45:00,23,0,1425,81.92,0
1,2025-01-02 00:00:00,0,0,1440,85.11,0
1,2025-01-02 00:15:00,0,0,1455,82.51,0
1,2025-01-02 00:30:00,0,0,1470,83.0,0
1,2025-01-02 00:45:00,0,0,1485,85.15,0
1,2025-01-02 01:00:00,1,0,1500,0.0,1
2,2025-01-02 01:15:00,1,0,0,0.31,0
2,2025-01-02 01:30:00,1,0,15,1.35,0
2,2025-01-02 01:45:00,1,0,30,0.47,0
2,2025-01-02 02:00:00,2,0,45,0.02,0
2,2025-01-02 02:15:00,2,0,60,1.54,0
2,2025-01-02 02:30:00,2,0,75,1.13,0
2,2025-01-02 02:45:00,2,0,90,3.53,0
2,2025-01-02 03:00:00,3,0,105,3.3,0
2,2025-01-02 03:15:00,3,0,120,1.42,0
2,2025-01-02 03:30:00,3,0,135,3.7,0
2,2025-01-02 03:45:00,3,0,150,5.37,0
2,2025-01-02 04:00:00,4,0,165,3.72,0
2,2025-01-02 04:15:00,4,0,180,3.16,0
2,2025-01-02 04:30:00,4,0,195,8.38,0
2,2025-01-02 04:45:00,4,0,210,5.77,0
2,2025-01-02 05:00:00,5,0,225,5.32,0
2,2025-01-02 05:15:00,5,0,240,8.23,0
2,2025-01-02 05:30:00,5,0,255,7.8,0
2,2025-01-02 05:45:00,5,0,270,6.01,0
2,2025-01-02 06:00:00,6,0,285,10.02,0
2,2025-01-02 06:15:00,6,0,300,9.58,0
2,2025-01-02 06:30:00,6,0,315,9.47,0
2,2025-01-02 06:45:00,6,0,330,8.96,0
2,2025-01-02 07:00:00,7,0,345,11.94,0
2,2025-01-02 07:15:00,7,0,360,11.48,0
2,2025-01-02 07:30:00,7,0,375,10.05,0
2,2025-01-02 07:45:00,7,0,390,11.25,0
2,2025-01-02 08:00:00,8,0,405,14.44,0
2,2025-01-02 08:15:00,8,0,420,12.78,0
2,2025-01-02 08:30:00,8,0,435,13.36,0
2,2025-01-02 08:45:00,8,0,450,13.62,0
2,2025-01-02 09:00:00,9,0,465,12.59,0
2,2025-01-02 09:15:00,9,0,480,14.82,0
2,2025-01-02 09:30:00,9,0,495,14.68,0
2,2025-01-02 09:45:00,9,0,510,15.28,0
2,2025-01-02 10:00:00,10,0,525,14.42,0
2,2025-01-02 10:15:00,10,0,540,14.02,0
2,2025-01-02 10:30:00,10,0,555,15.68,0
2,2025-01-02 10:45:00,10,0,570,15.65,0
2,2025-01-02 11:00:00,11,0,585,17.38,0
2,2025-01-02 11:15:00,11,0,600,18.51,0
2,2025-01-02 11:30:00,11,0,615,18.13,0
2,2025-01-02 11:45:00,11,0,630,16.99,0
2,2025-01-02 12:00:00,12,0,645,18.6,0
2,2025-01-02 12:15:00,12,0,660,18.7,0
2,2025-01-02 12:30:00,12,0,675,18.46,0
2,2025-01-02 12:45:00,12,0,690,20.13,0
2,2025-01-02 13:00:00,13,0,705,20.2,0
2,2025-01-02 13:15:00,13,0,720,19.72,0
2,2025-01-02 13:30:00,13,0,735,21.75,0
2,2025-01-02 13:45:00,13,0,750,18.92,0
2,2025-01-02 14:00:00,14,0,765,20.33,0
2,2025-01-02 14:15:00,14,0,780,22.9,0
2,2025-01-02 14:30:00,14,0,795,21.34,0
2,2025-01-02 14:45:00,14,0,810,21.6,0
2,2025-01-02 15:00:00,15,0,825,23.22,0
2,2025-01-02 15:15:00,15,0,840,21.0,0
2,2025-01-02 15:30:00,15,0,855,23.49,0
2,2025-01-02 15:45:00,15,0,870,24.92,0
2,2025-01-02 16:00:00,16,0,885,23.51,0
2,2025-01-02 16:15:00,16,0,900,25.5,0
2,2025-01-02 16:30:00,16,0,915,25.99,0
2,2025-01-02 16:45:00,16,0,930,25.92,0
2,2025-01-02 17:00:00,17,0,945,28.98,0
2,2025-01-02 17:15:00,17,0,960,29.11,0
2,2025-01-02 17:30:00,17,0,975,31.47,0
2,2025-01-02 17:45:00,17,0,990,33.38,0
2,2025-01-02 18:00:00,18,0,1005,36.07,0
2,2025-01-02 18:15:00,18,0,1020,37.18,0
2,2025-01-02 18:30:00,18,0,1035,39.19,0
2,2025-01-02 18:45:00,18,0,1050,41.15,0
2,2025-01-02 19:00:00,19,0,1065,43.42,0
2,2025-01-02 19:15:00,19,0,1080,46.46,0
2,2025-01-02 19:30:00,19,0,1095,47.28,0
2,2025-01-02 19:45:00,19,0,1110,50.94,0
2,2025-01-02 20:00:00,20,0,1125,52.99,0
2,2025-01-02 20:15:00,20,0,1140,55.31,0
2,2025-01-02 20:30:00,20,0,1155,58.31,0
2,2025-01-02 20:45:00,20,0,1170,60.04,0
2,2025-01-02 21:00:00,21,0,1185,60.39,0
2,2025-01-02 21:15:00,21,0,1200,62.15,0
2,2025-01-02 21:30:00,21,0,1215,60.69,0
2,2025-01-02 21:45:00,21,0,1230,60.58,0
2,2025-01-02 22:00:00,22,0,1245,62.88,0
2,2025-01-02 22:15:00,22,0,1260,61.95,0
2,2025-01-02 22:30:00,22,0,1275,65.5,0
2,2025-01-02 22:45:00,22,0,1290,62.65,0
2,2025-01-02 23:00:00,23,0,1305,62.94,0
2,2025-01-02 23:15:00,23,0,1320,63.43,0
2,2025-01-02 23:30:00,23,0,1335,65.38,0
2,2025-01-02 23:45:00,23,0,1350,65.7,0
2,2025-01-03 00:00:00,0,0,1365,66.64,0
2,2025-01-03 00:15:00,0,0,1380,64.35,0
2,2025-01-03 00:30:00,0,0,1395,66.55,0
2,2025-01-03 00:45:00,0,0,1410,65.86,0
2,2025-01-03 01:00:00,1,0,1425,65.23,0
2,2025-01-03 01:15:00,1,0,1440,65.95,0
2,2025-01-03 01:30:00,1,0,1455,67.61,0
2,2025-01-03 01:45:00,1,0,1470,68.12,0
2,2025-01-03 02:00:00,2,0,1485,66.48,0
2,2025-01-03 02:15:00,2,0,1500,70.55,0
2,2025-01-03 02:30:00,2,0,1515,67.91,0
2,2025-01-03 02:45:00,2,0,1530,67.76,0
2,2025-01-03 03:00:00,3,0,1545,71.5,0
2,2025-01-03 03:15:00,3,0,1560,71.0,0
2,2025-01-03 03:30:00,3,0,1575,70.53,0
2,2025-01-03 03:45:00,3,0,1590,71.99,0
2,2025-01-03 04:00:00,4,0,1605,71.66,0
2,2025-01-03 04:15:00,4,0,1620,71.44,0
2,2025-01-03 04:30:00,4,0,1635,73.47,0
2,2025-01-03 04:45:00,4,0,1650,73.53,0
2,2025-01-03 05:00:00,5,0,1665,73.25,0
2,2025-01-03 05:15:00,5,0,1680,72.86,0
2,2025-01-03 05:30:00,5,0,1695,74.57,0
2,2025-01-03 05:45:00,5,0,1710,74.05,0
2,2025-01-03 06:00:00,6,0,1725,74.95,0
2,2025-01-03 06:15:00,6,0,1740,75.51,0
2,2025-01-03 06:30:00,6,0,1755,75.0,0
2,2025-01-03 06:45:00,6,0,1770,75.52,0
2,2025-01-03 07:00:00,7,0,1785,76.17,0
2,2025-01-03 07:15:00,7,0,1800,77.54,0
2,2025-01-03 07:30:00,7,0,1815,77.56,0
2,2025-01-03 07:45:00,7,0,1830,78.3,0
2,2025-01-03 08:00:00,8,0,1845,77.93,0
2,2025-01-03 08:15:00,8,0,1860,78.95,0
2,2025-01-03 08:30:00,8,0,1875,78.3,0
2,2025-01-03 08:45:00,8,0,1890,80.06,0
2,2025-01-03 09:00:00,9,0,1905,79.18,0
2,2025-01-03 09:15:00,9,0,1920,79.26,0
2,2025-01-03 09:30:00,9,0,1935,80.8,0
2,2025-01-03 09:45:00,9,0,1950,81.23,0
2,2025-01-03 10:00:00,10,0,1965,78.96,0
2,2025-01-03 10:15:00,10,0,1980,81.8,0
2,2025-01-03 10:30:00,10,0,1995,82.61,0
2,2025-01-03 10:45:00,10,0,2010,80.36,0
2,2025-01-03 11:00:00,11,0,2025,83.59,0
2,2025-01-03 11:15:00,11,0,2040,81.78,0
2,2025-01-03 11:30:00,11,0,2055,82.53,0
2,2025-01-03 11:45:00,11,0,2070,82.87,0
2,2025-01-03 12:00:00,12,0,2085,84.29,0
2,2025-01-03 12:15:00,12,0,2100,82.21,0
2,2025-01-03 12:30:00,12,0,2115,83.9,0
2,2025-01-03 12:45:00,12,0,2130,85.03,0
2,2025-01-03 13:00:00,13,0,2145,85.24,0
2,2025-01-03 13:15:00,13,0,2160,84.06,0
2,2025-01-03 13:30:00,13,0,2175,0.0,1
3,2025-01-03 13:45:00,13,0,0,2.06,0
3,2025-01-03 14:00:00,14,0,15,4.25,0
3,2025-01-03 14:15:00,14,0,30,4.95,0
3,2025-01-03 14:30:00,14,0,45,5.98,0
3,2025-01-03 14:45:00,14,0,60,8.62,0
3,2025-01-03 15:00:00,15,0,75,6.85,0
3,2025-01-03 15:15:00,15,0,90,8.24,0
3,2025-01-03 15:30:00,15,0,105,7.12,0
3,2025-01-03 15:45:00,15,0,120,7.22,0
3,2025-01-03 16:00:00,16,0,135,7.9,0
3,2025-01-03 16:15:00,16,0,150,8.7,0
3,2025-01-03 16:30:00,16,0,165,8.11,0
3,2025-01-03 16:45:00,16,0,180,9.75,0
3,2025-01-03 17:00:00,17,0,195,9.74,0
3,2025-01-03 17:15:00,17,0,210,9.65,0
3,2025-01-03 17:30:00,17,0,225,11.97,0
3,2025-01-03 17:45:00,17,0,240,10.98,0
3,2025-01-03 18:00:00,18,0,255,12.18,0
3,2025-01-03 18:15:00,18,0,270,11.93,0
3,2025-01-03 18:30:00,18,0,285,12.3,0
3,2025-01-03 18:45:00,18,0,300,12.3,0
3,2025-01-03 19:00:00,19,0,315,13.81,0
3,2025-01-03 19:15:00,19,0,330,12.1,0
3,2025-01-03 19:30:00,19,0,345,13.62,0
3,2025-01-03 19:45:00,19,0,360,11.49,0
3,2025-01-03 20:00:00,20,0,375,12.56,0
3,2025-01-03 20:15:00,20,0,390,12.4,0
3,2025-01-03 20:30:00,20,0,405,15.84,0
3,2025-01-03 20:45:00,20,0,420,14.43,0
3,2025-01-03 21:00:00,21,0,435,13.85,0
3,2025-01-03 21:15:00,21,0,450,15.43,0
3,2025-01-03 21:30:00,21,0,465,15.36,0
3,2025-01-03 21:45:00,21,0,480,15.66,0
3,2025-01-03 22:00:00,22,0,495,16.31,0
3,2025-01-03 22:15:00,22,0,510,16.84,0
3,2025-01-03 22:30:00,22,0,525,15.86,0
3,2025-01-03 22:45:00,22,0,540,15.6,0
3,2025-01-03 23:00:00,23,0,555,15.31,0
3,2025-01-03 23:15:00,23,0,570,17.53,0
3,2025-01-03 23:30:00,23,0,585,17.5,0
3,2025-01-03 23:45:00,23,0,600,18.84,0
3,2025-01-04 00:00:00,0,1,615,18.6,0
3,2025-01-04 00:15:00,0,1,630,19.34,0
3,2025-01-04 00:30:00,0,1,645,16.69,0
3,2025-01-04 00:45:00,0,1,660,19.44,0
3,2025-01-04 01:00:00,1,1,675,20.41,0
3,2025-01-04 01:15:00,1,1,690,20.68,0
3,2025-01-04 01:30:00,1,1,705,20.04,0
3,2025-01-04 01:45:00,1,1,720,20.63,0
3,2025-01-04 02:00:00,2,1,735,19.52,0
3,2025-01-04 02:15:00,2,1,750,22.04,0
3,2025-01-04 02:30:00,2,1,765,22.12,0
3,2025-01-04 02:45:00,2,1,780,20.48,0
3,2025-01-04 03:00:00,3,1,795,19.58,0
3,2025-01-04 03:15:00,3,1,810,20.99,0
3,2025-01-04 03:30:00,3,1,825,20.16,0
3,2025-01-04 03:45:00,3,1,840,20.13,0
3,2025-01-04 04:00:00,4,1,855,19.1,0
3,2025-01-04 04:15:00,4,1,870,21.94,0
3,2025-01-04 04:30:00,4,1,885,23.36,0
3,2025-01-04 04:45:00,4,1,900,22.23,0
3,2025-01-04 05:00:00,5,1,915,23.09,0
3,2025-01-04 05:15:00,5,1,930,21.86,0
3,2025-01-04 05:30:00,5,1,945,23.1,0
3,2025-01-04 05:45:00,5,1,960,23.18,0
3,2025-01-04 06:00:00,6,1,975,22.45,0
3,2025-01-04 06:15:00,6,1,990,23.3,0
3,2025-01-04 06:30:00,6,1,1005,24.73,0
3,2025-01-04 06:45:00,6,1,1020,24.07,0
3,2025-01-04 07:00:00,7,1,1035,27.36,0
3,2025-01-04 07:15:00,7,1,1050,26.21,0
3,2025-01-04 07:30:00,7,1,1065,24.96,0
3,2025-01-04 07:45:00,7,1,1080,25.56,0
3,2025-01-04 08:00:00,8,1,1095,26.05,0
3,2025-01-04 08:15:00,8,1,1110,27.47,0
3,2025-01-04 08:30:00,8,1,1125,26.9,0
3,2025-01-04 08:45:00,8,1,1140,26.16,0
3,2025-01-04 09:00:00,9,1,1155,29.23,0
3,2025-01-04 09:15:00,9,1,1170,28.78,0
3,2025-01-04 09:30:00,9,1,1185,28.04,0
3,2025-01-04 09:45:00,9,1,1200,31.16,0
3,2025-01-04 10:00:00,10,1,1215,31.43,0
3,2025-01-04 10:15:00,10,1,1230,34.68,0
3,2025-01-04 10:30:00,10,1,1245,36.1,0
3,2025-01-04 10:45:00,10,1,1260,37.76,0
3,2025-01-04 11:00:00,11,1,1275,41.03,0
3,2025-01-04 11:15:00,11,1,1290,40.59,0
3,2025-01-04 11:30:00,11,1,1305,41.53,0
3,2025-01-04 11:45:00,11,1,1320,40.44,0
3,2025-01-04 12:00:00,12,1,1335,43.94,0
3,2025-01-04 12:15:00,12,1,1350,45.85,0
3,2025-01-04 12:30:00,12,1,1365,45.97,0
3,2025-01-04 12:45:00,12,1,1380,45.32,0
3,2025-01-04 13:00:00,13,1,1395,47.29,0
3,2025-01-04 13:15:00,13,1,1410,46.14,0
3,2025-01-04 13:30:00,13,1,1425,50.64,0
3,2025-01-04 13:45:00,13,1,1440,51.16,0
3,2025-01-04 14:00:00,14,1,1455,52.16,0
3,2025-01-04 14:15:00,14,1,1470,54.97,0
3,2025-01-04 14:30:00,14,1,1485,54.25,0
3,2025-01-04 14:45:00,14,1,1500,59.77,0
3,2025-01-04 15:00:00,15,1,1515,59.73,0
3,2025-01-04 15:15:00,15,1,1530,59.81,0
3,2025-01-04 15:30:00,15,1,1545,58.84,0
3,2025-01-04 15:45:00,15,1,1560,58.79,0
3,2025-01-04 16:00:00,16,1,1575,59.15,0
3,2025-01-04 16:15:00,16,1,1590,58.71,0
3,2025-01-04 16:30:00,16,1,1605,60.38,0
3,2025-01-04 16:45:00,16,1,1620,59.34,0
3,2025-01-04 17:00:00,17,1,1635,59.88,0
3,2025-01-04 17:15:00,17,1,1650,58.49,0
3,2025-01-04 17:30:00,17,1,1665,60.81,0
3,2025-01-04 17:45:00,17,1,1680,61.01,0
3,2025-01-04 18:00:00,18,1,1695,62.81,0
3,2025-01-04 18:15:00,18,1,1710,62.29,0
3,2025-01-04 18:30:00,18,1,1725,62.43,0
3,2025-01-04 18:45:00,18,1,1740,61.77,0
3,2025-01-04 19:00:00,19,1,1755,62.34,0
3,2025-01-04 19:15:00,19,1,1770,62.98,0
3,2025-01-04 19:30:00,19,1,1785,63.34,0
3,2025-01-04 19:45:00,19,1,1800,64.48,0
3,2025-01-04 20:00:00,20,1,1815,61.28,0
3,2025-01-04 20:15:00,20,1,1830,62.59,0
3,2025-01-04 20:30:00,20,1,1845,65.63,0
3,2025-01-04 20:45:00,20,1,1860,64.1,0
3,2025-01-04 21:00:00,21,1,1875,65.05,0
3,2025-01-04 21:15:00,21,1,1890,64.35,0
3,2025-01-04 21:30:00,21,1,1905,64.69,0
3,2025-01-04 21:45:00,21,1,1920,63.82,0
3,2025-01-04 22:00:00,22,1,1935,64.1,0
3,2025-01-04 22:15:00,22,1,1950,65.91,0
3,2025-01-04 22:30:00,22,1,1965,67.88,0
3,2025-01-04 22:45:00,22,1,1980,66.35,0
3,2025-01-04 23:00:00,23,1,1995,64.83,0
3,2025-01-04 23:15:00,23,1,2010,66.53,0
3,2025-01-04 23:30:00,23,1,2025,67.89,0
3,2025-01-04 23:45:00,23,1,2040,66.75,0
3,2025-01-05 00:00:00,0,1,2055,66.77,0
3,2025-01-05 00:15:00,0,1,2070,66.62,0
3,2025-01-05 00:30:00,0,1,2085,68.07,0
3,2025-01-05 00:45:00,0,1,2100,69.71,0
3,2025-01-05 01:00:00,1,1,2115,69.15,0
3,2025-01-05 01:15:00,1,1,2130,67.44,0
3,2025-01-05 01:30:00,1,1,2145,68.96,0
3,2025-01-05 01:45:00,1,1,2160,69.83,0
3,2025-01-05 02:00:00,2,1,2175,68.01,0
3,2025-01-05 02:15:00,2,1,2190,69.58,0
3,2025-01-05 02:30:00,2,1,2205,68.96,0
3,2025-01-05 02:45:00,2,1,2220,71.5,0
3,2025-01-05 03:00:00,3,1,2235,71.51,0
3,2025-01-05 03:15:00,3,1,2250,69.16,0
3,2025-01-05 03:30:00,3,1,2265,70.65,0
3,2025-01-05 03:45:00,3,1,2280,71.02,0
3,2025-01-05 04:00:00,4,1,2295,72.59,0
3,2025-01-05 04:15:00,4,1,2310,70.98,0
3,2025-01-05 04:30:00,4,1,2325,71.16,0
3,2025-01-05 04:45:00,4,1,2340,72.78,0
3,2025-01-05 05:00:00,5,1,2355,71.89,0
3,2025-01-05 05:15:00,5,1,2370,74.07,0
3,2025-01-05 05:30:00,5,1,2385,74.33,0
3,2025-01-05 05:45:00,5,1,2400,74.25,0
3,2025-01-05 06:00:00,6,1,2415,72.34,0
3,2025-01-05 06:15:00,6,1,2430,74.72,0
3,2025-01-05 06:30:00,6,1,2445,76.18,0
3,2025-01-05 06:45:00,6,1,2460,73.32,0
3,2025-01-05 07:00:00,7,1,2475,75.21,0
3,2025-01-05 07:15:00,7,1,2490,74.28,0
3,2025-01-05 07:30:00,7,1,2505,75.78,0
3,2025-01-05 07:45:00,7,1,2520,75.38,0
3,2025-01-05 08:00:00,8,1,2535,74.73,0
3,2025-01-05 08:15:00,8,1,2550,74.47,0
3,2025-01-05 08:30:00,8,1,2565,74.9,0
3,2025-01-05 08:45:00,8,1,2580,75.14,0
3,2025-01-05 09:00:00,9,1,2595,79.44,0
3,2025-01-05 09:15:00,9,1,2610,77.93,0
3,2025-01-05 09:30:00,9,1,2625,79.45,0
3,2025-01-05 09:45:00,9,1,2640,79.77,0
3,2025-01-05 10:00:00,10,1,2655,82.38,0
3,2025-01-05 10:15:00,10,1,2670,84.68,0
3,2025-01-05 10:30:00,10,1,2685,84.89,0
3,2025-01-05 10:45:00,10,1,2700,0.0,1
4,2025-01-05 11:00:00,11,1,0,1.85,0
4,2025-01-05 11:15:00,11,1,15,4.26,0
4,2025-01-05 11:30:00,11,1,30,9.5,0
4,2025-01-05 11:45:00,11,1,45,11.92,0
4,2025-01-05 12:00:00,12,1,60,10.86,0
4,2025-01-05 12:15:00,12,1,75,15.44,0
4,2025-01-05 12:30:00,12,1,90,19.69,0
4,2025-01-05 12:45:00,12,1,105,22.61,0
4,2025-01-05 13:00:00,13,1,120,24.81,0
4,2025-01-05 13:15:00,13,1,135,27.36,0
4,2025-01-05 13:30:00,13,1,150,27.96,0
4,2025-01-05 13:45:00,13,1,165,24.81,0
4,2025-01-05 14:00:00,14,1,180,27.37,0
4,2025-01-05 14:15:00,14,1,195,27.35,0
4,2025-01-05 14:30:00,14,1,210,28.71,0
4,2025-01-05 14:45:00,14,1,225,29.37,0
4,2025-01-05 15:00:00,15,1,240,27.72,0
4,2025-01-05 15:15:00,15,1,255,30.31,0
4,2025-01-05 15:30:00,15,1,270,31.48,0
4,2025-01-05 15:45:00,15,1,285,30.28,0
4,2025-01-05 16:00:00,16,1,300,31.65,0
4,2025-01-05 16:15:00,16,1,315,34.42,0
4,2025-01-05 16:30:00,16,1,330,32.68,0
4,2025-01-05 16:45:00,16,1,345,34.63,0
4,2025-01-05 17:00:00,17,1,360,35.69,0
4,2025-01-05 17:15:00,17,1,375,33.61,0
4,2025-01-05 17:30:00,17,1,390,36.58,0
4,2025-01-05 17:45:00,17,1,405,36.59,0
4,2025-01-05 18:00:00,18,1,420,37.63,0
4,2025-01-05 18:15:00,18,1,435,37.46,0
4,2025-01-05 18:30:00,18,1,450,38.2,0
4,2025-01-05 18:45:00,18,1,465,39.94,0
4,2025-01-05 19:00:00,19,1,480,41.06,0
4,2025-01-05 19:15:00,19,1,495,41.74,0
4,2025-01-05 19:30:00,19,1,510,40.72,0
4,2025-01-05 19:45:00,19,1,525,40.73,0
4,2025-01-05 20:00:00,20,1,540,40.9,0
4,2025-01-05 20:15:00,20,1,555,41.98,0
4,2025-01-05 20:30:00,20,1,570,41.73,0
4,2025-01-05 20:45:00,20,1,585,41.87,0
4,2025-01-05 21:00:00,21,1,600,43.94,0
4,2025-01-05 21:15:00,21,1,615,43.74,0
4,2025-01-05 21:30:00,21,1,630,44.24,0
4,2025-01-05 21:45:00,21,1,645,45.45,0
4,2025-01-05 22:00:00,22,1,660,46.82,0
4,2025-01-05 22:15:00,22,1,675,45.1,0
4,2025-01-05 22:30:00,22,1,690,47.18,0
4,2025-01-05 22:45:00,22,1,705,46.78,0
4,2025-01-05 23:00:00,23,1,720,46.87,0
4,2025-01-05 23:15:00,23,1,735,49.63,0
4,2025-01-05 23:30:00,23,1,750,49.01,0
4,2025-01-05 23:45:00,23,1,765,49.64,0
4,2025-01-06 00:00:00,0,0,780,50.27,0
4,2025-01-06 00:15:00,0,0,795,49.72,0
4,2025-01-06 00:30:00,0,0,810,52.15,0
4,2025-01-06 00:45:00,0,0,825,51.95,0
4,2025-01-06 01:00:00,1,0,840,53.22,0
4,2025-01-06 01:15:00,1,0,855,53.75,0
4,2025-01-06 01:30:00,1,0,870,52.25,0
4,2025-01-06 01:45:00,1,0,885,52.78,0
4,2025-01-06 02:00:00,2,0,900,53.72,0
4,2025-01-06 02:15:00,2,0,915,55.33,0
4,2025-01-06 02:30:00,2,0,930,54.24,0
4,2025-01-06 02:45:00,2,0,945,55.22,0
4,2025-01-06 03:00:00,3,0,960,55.89,0
4,2025-01-06 03:15:00,3,0,975,56.59,0
4,2025-01-06 03:30:00,3,0,990,57.34,0
4,2025-01-06 03:45:00,3,0,1005,59.62,0
4,2025-01-06 04:00:00,4,0,1020,58.17,0
4,2025-01-06 04:15:00,4,0,1035,59.39,0
4,2025-01-06 04:30:00,4,0,1050,58.94,0
4,2025-01-06 04:45:00,4,0,1065,58.98,0
4,2025-01-06 05:00:00,5,0,1080,61.01,0
4,2025-01-06 05:15:00,5,0,1095,60.52,0
4,2025-01-06 05:30:00,5,0,1110,62.72,0
4,2025-01-06 05:45:00,5,0,1125,64.42,0
4,2025-01-06 06:00:00,6,0,1140,65.07,0
4,2025-01-06 06:15:00,6,0,1155,64.72,0
